Most common page simhash values.

zetaweb=# select count(*), simhash_value from site_info group by simhash_value order by count(*) desc limit 500;
  count  |                                                          simhash_value                                                           
    1040 | 01000110111000110000011011110000000000100010110101100100000111001100101101010101010011001011100100111010100011111110101011101010
    1039 | 10110010111101000001010101100100001001110000001001010110100010011000101101010000010001001011100010110110110011101101111101101000
    1034 | 01011110001010110000000101110000101001111000011101110000001111001010111000110000011011100001101010000011101101011100010111111110
    1033 | 00010100001101110000111100101110000110011111110111011010110011010011111100000111111111011001010101000110010110101100010011000000
    1032 | 01101001100000101001111001010010111111111010111001110011110101010100001011011110111010010000010001010000000111100000111010010001
    1028 | 00010101011110101001000111000111000000001000111001000011101100101010101110100101000100101001101110000011010010001110101010110000
    1025 | 11111001100100100000010000000100101001001110010111100111001110110011100011001100111100110111100011110011011011100000101001011001
    1024 | 10110010111101000001010101100100001001110000001001011110100010011000101101010000011001001011100010110110111011101101011101101000
    1015 | 11101111110000111111101001000110100101101100101011110101101001111010001110010101110101101011010110011010000000101001111100100101
    1014 | 00111101100000111101011001010110111111110010101110010011110000111010101011001110100000111101010001000010001100100000110011110001
    1004 | 00111010001110001000110001101010010000101111001110010011011010010010011010001110000011000000101000111110000111001000110001110011
    1001 | 01011010101011011000110010111010011110110010011100010010101101111000001100000111011001001011100111011011001110010001111001110110
    1000 | 01011011101001000000110000100010011110110000111111110000101101101000001100010101010011001011110100011111001011110001101001011011
    1000 | 00100010001010110010100101110110010101000001100011100111101000001000001101011101000001111110101000001111101001010100101101101001
     999 | 11010001000011110011110111010010001001100000010100011000011011011001100101001001001111001011110010011111100100000100110000011011
     994 | 10110010111101000001010101100100001001110000001001010110100010011000101101010000010011001011100010110110011011101101011101111000
     991 | 11011100100001111101100110101001011000100101110100110001001100000000110010011001010101100010011000001101100110101100000000100001
     988 | 01010100110001110000010001101010101010111111011000111100000110010100001001010000010001010111101011101110110010101011111001101000
     985 | 01101000111111110110100100110000111011110010001101110100000000011010111010000110111110011000010010110011101100100000100010100010
     980 | 10011000001000100001010100001100110100100000001001011101001011110110001001010010010000010100100000101010011111101001001001011001
     969 | 01001000000001001110001100000011010001011000000010001000111100001001001000110010001101111001101111110000000100000000000000111000
     948 | 10000101010000001110110101001110001101101100011001110011100111110010000101010101000011001011010000001010001001111010100101001000
     947 | 10010000000010100011010101010111000001011000110000011111010101010100001000110011010110100100011001101110000011000110010011110011
     947 | 00111110111100101010001010111001111101101000111100100101100111110000111100111111001001111101010111000000110011111100000111111100
     946 | 10111011111011011000101001000010011011100100100000111111000101010000010110000001011011010011110010110000010100011111001001001100
     941 | 10101000111101101011010001000010001000110001110111111001011110001010101001010010101110001000100011010011100011001000001101011001
     934 | 00010000010010101000010000110011100011101100011010000010111101010011000001010111010101000110110101011010001011100110110000000011
     933 | 11010001010011110011110111011010001001100000010100011000011011011001100101001001001111001011110010011111100100000100110000010011
     924 | 00101111100110100101001000111001111101110000011000101110110101010101011101110101010001100100000101010001110011110001100001011101
     920 | 10010100100011000101011100101110100110101100001001001100000111011101001001001001010001001111010011101110001110101010110001101101
     918 | 01010010001110000000101010101010100000111101000110100001111010010011100010101101110101001101111011010000110110001100110001101010
     912 | 00000100100111101010100101010001110001110010110110010001000101111010110000000101011001011000110000011010001000001000110101000001
     911 | 00010010100110111001110000101011011100110000001011110111110110010000111100010010001000001111110010111101110111111000011001111100
     908 | 00110001111100000000100101100100001001100010011101111101000110011010101001000101011001001010110011011111010011110001101100111000
     907 | 11001110101010001010010111111111001001100010101010000101101011111110010001101100101011000100110111010010101101010001110001011100
     904 | 00100111101100001110000011001011110010011000101011001001001101010010000010110111011011111100011011101110101100000110001010001010
     904 | 11001111111100011010111000010110010111010100100010101111111111010100010100010101000110111001101100111111001110010110010001000111
     897 | 01000110101000100000110001100000010000100110110110100011000101001100101101011101000001000011100100111010100111110110101011111010
     897 | 10110010111101000001010101100100001001110000001001011110100010011000101101010000011011001111100010110110111011101101111101101000
     897 | 11000101101010101000010000101010001000100010000110001001101110101000001000001000111001011110000010100010010111111111001001111100
     892 | 00111010110010000001110001100101000001110000001111011111101001011000101011010111111001010111000000110111001011100011001001011000
     890 | 10000110110100011001011001100001011011101100101110001100000110011100101110001110011111111000000010001010110001001000000010111110
     889 | 01100110100111000010100000010101100001010001001111100101111110111010010110101011110100011110001000110110001010001101101011100001
     884 | 00010000100101000001010011100100001101110000100001100110100010001000001101000111101011011011110010101011110111111100010101111010
     881 | 11000101111010101101010100110111011111100100011101101010000001110000000011011101010101111001010010110011011001100100100011101100
     872 | 11111100001101011111110111000111000011010101111111000110100111010010011010011000100000111010100000100010110001111010010100111110
     869 | 01101111111000010000111010110100001001110010000100011110001111110000001110000100111001101011110000110010010011110000101101111000
     868 | 01010011110001110000011011100010000000111011110100101110011110001100101101011101010011101111110110011000010011110001001011110110
     864 | 10110010111101000001010101100100001001110000001001011110100010011000101101010000010001001011100010110110111011101101111101101000
     862 | 01111000011011001000101010010001101011011110110000001001100011010111101011111100011100011111010100111000001011001110000101000100
     859 | 10110011111011000001010101011111001001000100010001000110111110111100111000001010100001101101010011010110110110011000001011110010
     853 | 10110011101010000001100010110110110111101001000100000101101010001110100110100100110001011111110010001101011011101101011010011110
     850 | 11011011101000111000101101100011011011110000111000010111101101001010000000010000110001010100001000011011010001100101110111110101
     848 | 00110000110000001000011101100011001101000100111101000011010110110000011100011001100001010111000011011110111101111001010011101000
     844 | 11110010111001110000111001100110101001100001011001111100100010110000101001010000110011000111000010111111010111110101011101011001
     841 | 01110001100001000000011010000111111010010010001100110111110000011001100010111110011110001001100000110010100101110100111111111011
     839 | 11110010111001110000111001100110101001100001011001111100100010110000101001010000110011001111000010111111010111110101011101011001
     834 | 10010011100100000011011101101010010100100000001001100111100101010100010100001100011011001010001110110010110110110001111010110001
     827 | 00001011010000000000110001100110000111000010101110001001000111010000100100011101111001010111110011111011010101110000101010010000
     827 | 01100011011101001011011000011010010001000110010101101010001101110000101001011000011100000001001011111001100111111011110011001000
     825 | 01011010010101110000010101110110001101100101011010000101110110110000011010000110111010010100001010111111011011101000111101101010
     823 | 10010001001101100011110101101111000010011011010011011010110100011010001000110111111111000000110101001011010000101110010010000100
     818 | 01100101100101111010110000001010111001111100111111111111010011000000100011111100010000000100011011010110011001101001101100101111
     817 | 11100000000101110100110000010110101110100110011011101000000111100000101011010111010111000111100101111100010010100011000101000010
     809 | 10011010100011110010011111100000000011101110101100000011010110100001101100101011110010100100111111100110101111011100100101101110
     809 | 01010100001001011001101111001000100010100001001010110100100110110101100000001100010001110011011111011010101101111010001101101000
     809 | 10110010111101000001010101100100001001110000001001011110100010011000101101010000010011001111100010110110111011101101111101101000
     805 | 10111000000110100011000001011000111110100000001010011101110111010001010111111101011001010101000000110000110001010110011001100000
     802 | 10110010111101000001010101100100001001110000001001010110100010011000101101010000010001001011100010110110011011101101111101111000
     799 | 00101100110011101100000001010011101111000111001001000011110101011000011000111110010001100001111110101011000101000011100011010101
     796 | 00001011110000010000011011100100011101110000110010010101100110110010011100010100001000011001000000111111011111010100101111111101
     794 | 00001010110101001000010100000000010001110010001000010101010111010000111001000000011000010111100000100010000111101100011101111001
     792 | 01111010100000101000110001110001001000110011110100000111101101011100001100000100010000001101000100110011001111110000111001011100
     788 | 00110010111100011001010101100010011101110011101011010111101011110000011101000000011111110100101000111110001011111000011011001001
     787 | 11011001100001100010110001101110000100110011110110111010000111101000011100001101010111101111011010001100001111010001101001010110
     786 | 10001000010000010000000011110000111111110010001000111111100110110101100110010101011001010111100000110000100001110100011011111000
     785 | 00010000011010100110110000100100000110111000011110010111111101010010111000011110011101110011000101111011100101101010001000000001
     781 | 11010110110000100000100001010100101001010000000011100100010100100011001000010010000000011001100000111011000000001000111010100100
     779 | 10011000110001100011110011001110000000110010001110000010010111011100101100010111011011011100100010011000001111100001111001110010
     778 | 11000111001110101011001000111000011001100001000011100001010000111000101000110100010011101000110010110010011100000101000111000000
     769 | 00000001001111101111000010110110010000010011000011110010110111111000001001000000011001001011000011110110011011101010111001111111
     766 | 00100010110010100110111101101000000111100110000000010111000111110000101000001100011011111011010010100010010011100101101000011011
     763 | 00110111110110101011110000100111000000110000001001011011001010010000101000000100111011001010000010111010100011111000101001011001
     762 | 10111110110001010011010101010011100000011011101011000011001010001010001001000110011111010011100101000111100101110011001101010101
     759 | 10000000001000000010000000100000100110010000100000001001110100100010010000010000000000001000110011110000100100000000000110000010
     751 | 10010100100010011010010100001100110010100111001000010011011110101110010100010101111000000001000111010000000101011101001010000010
     749 | 00011001110100011001101010010100110100011110010100010100010100001011100011000011011001110011011111000100000100110000001110111011
     736 | 01110010001011101000100010100111111011100100100010010010010010101100000001110001100011111001100000000000110100100100100111011110
     732 | 11111110011101110000010101100100101101111100010001010101010000110000001011000101101110011101010010111110011011010000110110101011
     729 | 11111110111010101001010000110111101101110010010011011110100111011100101000111101101011000111100010000010000111101100101101001001
     729 | 11011111010001011001101001101110000000100111100110001110010001001101101101101101011011111011000000100010101010100010011000100010
     728 | 01010100000010100110110111100010011001101111001010111001011110010001001100011001101010001111001000101110010111101101010101011010
     726 | 11111001101100110101001001110100111111101100101100100010111010111100001111111111110111111100000100010110011110010101110000100110
     725 | 01111001101111111100011010110101011100000110000011001100000110000001101010000111011000001111011100101000110001110101110011010100
     722 | 11110010101100001001110010100111011110111001001101001101101111011000101111010001111001011111010011011101011111100001011001101110
     717 | 10110111000010001011010011001100100011010011001011010101110010110001101001010000000010010100001010001100000011100100010001100010
     715 | 11111010011000110000001000101110100010110110001000001101100100010000101010000110111101110000100001011101011110111000111110111000
     714 | 01000001100101010000001010110100001100101011111100100111110001001011000001111111010011001101000010000111011011011000001010010001
     713 | 11110011001111010010010000000110010010000000000101101011010000001000000010000000011001110101000000100100000000100001010110000011
     702 | 00111010110001000100011001101000001001111101101011000011100111001100011101011000110111000011111001010000001011010111100101111000
     702 | 10110010111101000001010101100100001001110000001001011110100010011000101101010000010001001011100010110110011011101101111101111000
     701 | 11000101110010101101010100110111011111100100011001101010000001110000000011011101010101111001010010110011011001100100100011101100
     701 | 11000100110010100011011110001011111011111111111011111011011010000000011110100011111010010011010000111010010101100100000011011110
     700 | 00011001110000000000011001000100101010010000110010001110100101010101110001000001010001101101000010011001001111100000111001011011
     698 | 00111000000000000010000001001100000010100010111101000100000000000000000001001001000100000000001010000000001010000010110011100001
     697 | 00110111100101001100100111000010000111110100000110011110001010100110000100010101000111111101000011011101000011110111111000111010
     696 | 01010110111010110000011011110000000000100110110101100101000111001000101101010101010011001011100101111010100011110010101011101010
     695 | 10110010111101000001010101100100001001110000001001011110100010011000101101010000010001001011100010110110011011101101111101101000
     683 | 00011010100110000100110111011101010110100000111101011101010001000010001000000111001100000010010111110001011110100010101010110000
     681 | 11001000111101100001111000000111001010111011010000110111001101011001100001010101010111001000000100111100111010100000010010010000
     676 | 10010110000010101101100101101011110111101011000000100001100100010000000000010001101111011011000000110010100100100011110110111110
     676 | 01010011001100010000000100001100111001000100001000101111000010111000001000010000100100111100011001111110010010110101101000101100
     675 | 00111000110011010001101011101111011101110000101111011000000100010010001010000110111000101101100001111001010011011000111001111001
     675 | 11000010110011100011110010100111001010101010101110010110100111011101100111010101010110001100100000011011001001110001001010001011
     674 | 10011001000000000001100000001000010000000100011001111001000010000000010100000001000101101010000110011110010010000011100010000010
     673 | 01001111010010101101110010111111100011000110111101100110110111001111110010001010001100101000001010101100001010111111000100001010
     673 | 01011011100100011000111010101011001000110011100100001010001110110000001000001000010010101110011110001001000111010001101011110001
     673 | 10110010111101000001010101100100001001110000001001011110100010011000101101010000011001001011100010110110011011101101111101111000
     671 | 00011100010110101000010001100001011101110010000111000011100110001000001111010101011111010111000111011111100001111111111001011111
     669 | 11010101110010101101010100110111011111100100011101101010000001110000000011011101010101111001010010110011011001100100100011101100
     669 | 00010010111010110001000011101000011001110000011110101100000010010000101001000100011000001111101011011001010011101100001010111000
     666 | 00010011000110000001111000100101011111100101100110011010110111011010100010000100110110011101100001011010011011001100101011011011
     665 | 10011010110011010001100001101110000000100011100111001110110101001100101101011101111111111111010000100110101111000000011100110010
     663 | 10011011111101011001111011101011101001110100111100000101101110010110111101001100111001000111100010000111000111111101011111001000
     662 | 11011010101100101001011010010110100000010111010001000110001110011110101011000100010010110110100111001111000111000000101001110001
     660 | 11110010111001110000111001100110101001100001011001111100100010110000101001010000110011000111100010111111010111110101011101011001
     657 | 00011010101100010000010011000010001011100000011101100101100011010100101101000101001010100111101110101111001011111001101101111000
     655 | 10011000110011010001100001101110000000100011100101001110010101001100101100000101101111111111010000100010101110000000011000100000
     647 | 11001001000010110000001001011010100010100000101101010101000111011100110100001001011011111011000010110010100100100110010010110100
     647 | 01010111110100110001101101101110100001100001101001110110011100110000111000001110010000111010110010001111000010010000011001001110
     643 | 11010001000011110010110111010010011001100000010100011000011011011001100101001001001111001011110010011111100100000100010010011011
     641 | 01011010101101011000001000000000111011110000011001000110000000011110100101101010010000111011010100011111110101111011000100100100
     636 | 01001110100011000001010010010111011100001010110000010010110001111001101100100101110011111111100000101110011110101000010010000011
     635 | 11010001000011110011110111010010001001100000010100011000011011011001100101001001001111001011110010011111100100000100010000011011
     634 | 01011001101001100000101001110111000000110110000101110001011100111011101011011100010011110000011000101110000011011110110000110111
     634 | 11111111101000110010011111100111110001001100001111011001010110100110000100111010011110001111111100011001101101111101001011111100
     633 | 00000000011011110101110010110001011001111100001011010011101011111010010010100111111001000011100000010001101110010110110010011000
     632 | 00011100010000100001010010010111110101100110011011011111101010011100010100100101111101111001010111100000011111110010000010010110
     629 | 01001010000110110011111011110001010001100010001111010101010010101010101110101000111111001010111101101110000001111010101111100101
     627 | 10110010111101000001010101100100001001110000001001010110100010011000101101010000010111001011100010110110011011101101011101111000
     626 | 00010000110010010011100000100100010001111101001010111001010010100000011100010001100011100010001100111100010010100001101000011010
     626 | 00111110011100101000100100111001111001111000101100010100100111011000111101111011011001111101010110010000110111111000000010010001
     625 | 00010011101100110101110100001000101100000111011001001000100111100000101011110100100110011111001111111000000010000000001101000010
     624 | 10110010001000010001100111010011110101000110000010101100110011110111011010010001110011001110001010000001011011110110110010101010
     624 | 00011001111000000011000000110001001000111001001100000100101010011000110011010010001100000000011101101100000110101001001000011100
     621 | 11010001000011110011110111010010011001100000010100011000011011011000101101001001001111001011110010011111100100000100010010011011
     620 | 01110110001001001000011101000011101101110010010111101111101011010000100011100001111011111011001110001111000011111110011010111000
     613 | 00111110001000000010110001100010000101101100101001000000000011010000111000011000010011001111110001110011101111101101111111111000
     612 | 00100010110101000010111000000000100000111000010101110111101100011001110010000101001010010010110010100101001111100101001111111000
     610 | 01011000001001000000110000100010010010110001110110110000000111011000001100010101010001101011110011001011001111010001111010111011
     607 | 01101101100101100111100110000101001000101001001101111110101101000000001100010011000001010001110010011100000001111111011110010111
     605 | 11010001000011110011110111010010001001100000010100011000011011011001100101001001001111001011110010011111100100000100110000010011
     602 | 11100110111001001001010010101111001011100001010000010100011010110000101001010010110011000111100111011011111011110101011001111001
     602 | 11111111101110101011100101110111010000110000100111110000101000011110101001000110110111001011100011011011111011110000111101011111
     600 | 10011101101110001011100100110110010001110000101110001011101010011110100000100100110001101111100111111111000111110000010011011100
     598 | 00101000110111000001000111100111110101100001101101110010110001001110110101000010000010011100100100100000000001000001001011000111
     598 | 10010011110000010011010011100000110111011010010001000011001001001111100000101000110011100000001001101100100110100000111101001111
     598 | 01000000101110010010101010111010100000100010110000111101011010010001100000101010010111000101011111100101000111101000011011011010
     598 | 10111110101101110001110011110001001001011101010001100101101111001100111101001101011011001001111010001110100010011100010111110000
     594 | 00111000011010010110010101011000110111001001100001001001010011000000100011011001010100011100000001010010100100000000101000101010
     593 | 00010010110110111001110000101011101100110010001010110110110110111000111110010110011000001111100010111101100111111000011101111000
     590 | 11011011011000011001000011101111101000100011110100001100010010010100001101100111000011110011010110010100010010101000110100101000
     590 | 11110010111001110000111001100110101001100001011001111100100010110000101001010000110011001111100010111111010111110101011101011001
     586 | 00110001100011111101100110101100010100011001101100000010000100000010000011001111001001001001111010101101001110010000001010110100
     582 | 11111100010100000101111101001000011001100001010001011010010100001000011100111100001100101000110000100000000000100110001100000110
     578 | 10001000101100101000101000101001010101110010010010111101100011011001001011010001010111001111000010111100011000110100101010111010
     578 | 00101100110001010111010011010011100011001111001011000001001001101000010011101110011100110011010001110111100101100011001001011101
     578 | 11010011100001111000011001111101000111101101000101011010000010000110101111011111011110111010110010001010011011111011010011011110
     573 | 11110010110100110100010001101110100000010101001011010101100110110000111011010000101001000000000010111110100111101101000101000011
     572 | 01110010110010101001000111011101011101100000001001011101101010110110001101010000101001111010101010101101111111101000101001111001
     570 | 00110010110001010001100001010110000100111100000010001010110011011010011111011000111100111010001011111101010110101101011000110001
     568 | 11010001101101100111100111100110000000010000001011111010000110101010001000000010011011001111111011011101010111011011111011011100
     565 | 00111110100000100101000000111001011101010000010000101110110111010000011001110001000000100100000100001001100011110001100000010101
     563 | 11001011111111010011011100011010101110111000101111001011000101000111111011010110010111111000101111110111111000100011000100001101
     561 | 10011011100011100101110001011010001110000100101110000110110110010000001110011110110011111001011101001010010100000010011010010101
     557 | 11010011111101010001011001101000110001011000001101111110100101000000010000111100011101101011011110110010011000100101101010111100
     556 | 01000110101000100010110001100000010000100011110110100011000110001100101101011101000001000001100101111011100111110110101001111010
     555 | 10111010000111100101100101001100001110011100101001111010110110010001000100001000010101110111110110111110101011000000010101011101
     554 | 11010001110000111000010000100011111010001001000010000000111111110000101011100001001101000110001110100101000111000101011010011101
     553 | 10100000100001001110001110001000101011010000100000000000011010000000001100111010100000011101100000011001000000001101100001010010
     551 | 01000010000111001000110000001111001110111110111001010111010101010101101111010000010010011010111001011001100101101001001011100001
     551 | 10011010111100100001101001101110000000100011100111001000100111011100101101010101111011000001010001110000100011100000111101000000
     549 | 10011110100000100000100001101111001100110010111100000100111010111101101111001101001011111111111110111001010111011001000001110000
     549 | 01111000010100100101110100010101011110111010001101101101100110111010110100011111010000100001001010001011001100110100101010011000
     548 | 00101000101010100000101101000101011100011001100101100001011000100000100111010100111111011010001000100110011010111000110011111111
     548 | 00110110101000011011000000000111101101101001101011001100000000010100001101010010010001111110111010000110111011110101001001011110
     546 | 01011000110100100101010100111110111101110010111101110011110101111010101100011101011001111001010000011000011101110100110111110011
     545 | 11010001010011110011110111010010001001100000010100011000011011011001100101001001001111001011110010011111100100000100110000011011
     543 | 01000010100000100001001000011111001101110000111000110010110101001010111001110110000110111010111000011001100000010000111010100011
     541 | 10111100101010101100011101000110000110001110010001101011000110110000001000110010011000011011001110111000111100101101101110110100
     539 | 10100010101000100000000000000001101001000000001010011000000000001000001100000010000100000000110000010001011001011011000011110000
     537 | 10011010000000000000111001001000010111110100100001011110001100101111111110000100011001011000101100110011000010000011000110001011
     536 | 01001010011111010001111011010100000101000100011101001110010000000011001110101100001010011100110010111000011001010011110110011011
     533 | 00101100110001110101110101010011101110001101001001100011010101000000001011110110010101110001111101100011000101110011001100000100
     533 | 00100000000110010001000001011010101111001110000001010001101100101011001100010101010111101011101010110001001110101000000100011000
     533 | 11010001010011110011110111010010011000100000010100011000011011011001100101001001001111001011110010011111100100000100010010011011
     531 | 10110010111101000001010101100100001001110000001001011110100010011000101101010000010001001111100010110110111011101101111101101000
     528 | 00011110100010110011110001110010010001111101001011111001011010101000001001010001100011000011100000101110001010101000101100011010
     527 | 01010100100001011100110011001010010000000011110010000111101011000000101001001000010011111001000010100001010111101101011001111111
     526 | 10110010111101000001010101100100001001110000001001010110100010011000101101010000011001001011100010110110011011101101011101111000
     525 | 10100010110010001001001111111101011101111000100001001101110111101100101000010110010011011010100010100111011011111100011001011101
     524 | 00010000100101000001010011100100001101110000100001100110100010001000001101000111101011011011110010101011111111111100010101111010
     523 | 11110010111001110000111001100110101001100001011001111100100010110000101001010000110011000111000010111111010111110101001101011001
     522 | 11011000110010100000100000001010111101010000011100000110100011111001101011010001000001001100100000110000110111011000011010000010
     521 | 11000111110010101101010100110111011111100100011101101010000001110000000011011101010101111001010010110011011001100100100011101100
     521 | 10011111100100001011011000101111100100101100011010011110001110111000011100101100011001100111101010110011010111100010101001110101
     520 | 00001100001110010000100100010001000000000000001000000000001000001001000000100100000001000110011101000001110000101000000000100000
     518 | 00111100110100100101010000000111101111110110011110010011110000110010101001011100100101110001010010101010011100110100110011110101
     518 | 10100010101100101100010000100111010011001011101011011001101101011010111100111100100001101010011111001011001000101010110000000101
     516 | 00011011110000011000010001100000111000110110011001011100101100011001011110111110011101111100101000101001100100110000010001101010
     512 | 10110010111101000001010101100100001001110000001001011110100010011000101101010000011001001011100010110110011011101101111101101000
     510 | 01010111011011010001001111111000010011110000101100011100000111100000010100011100110011001111010001110000010001011011101000111100
     508 | 00000101000011011011110101101010101011101100110101111000100011010010110100000001111000110111011011111110110111110010010000110100
     507 | 01011010100000111000001000111011010001100010011000010010101000111011001111010100110111011010100001111001000000010000011101110010
     503 | 00001111100010100011110000100101010100010110100110010100000100001011101111010000100111011001000000101111110110111110010010010001
     502 | 10101000001001001000101001001111100001110011010101111110111110010110000010001100010100111010000011001100011101001100011100111110
     500 | 00000010010001010000001011111011101011100011110011110110010110110011000000001010000010010101110001000110110111100000000111011010
     496 | 01110100100010101001010001100010101101110011000011000111011010000010011001100000001011010010101100101110111011100100000011101000
     494 | 10110010111101000001010101100100001001110000001001010110100010011000101101010000010111001011100010110110011011101101111101111000
     492 | 01111010001100101000111010100110001000000011011110100110001010011001001000010010010001111011101011001110000111000100101001100001
     488 | 10010010110111100011111101000100100100100100001011111011010111010000111001010000001011000101111000000010001111011001111111001101
     486 | 10011100110011011000101100000111100011011000100011101001110011110101001000101101011111101110110010110111010100010010110000101111
     485 | 10000010101001001001111100110110110001110000011010010001000010010000001110011100010011011111111010111011110011000101001101111010
     484 | 00101111011111100100010010110001010111001111011011001101110111100001011100111110011001110110110101011000010000111000100000010101
     484 | 10111010101110000011010001110110111100101110101001001111111111011000001001000101011011000001010010001110101111101110001101101111
     484 | 10101010101010100101010101111010011100100011110100011111101111111000100111010110011010001011100111010010010110110001111000011110
     483 | 10011010110000000001101011101100000010000000100110000110000101001100101101000100111011000001010010000000100111000000111001000010
     480 | 11000100110010100100001000111000101000001011100100100011100000100000110111001100010100001001101001101111011101011000010010011011
     480 | 11110000111111010100101001101000011010110011001100111100000001111001110101010011011011001011110110110111010111111001101111001000
(500 rows)

